,City,Total score,Quality of life score,Family score,Cost,Internet,Fun,Safety,Lack of crime,Lack of racism,Education level,Income level,English speaking,Walkability,Traffic safety,Happiness,Nightlife,Free WiFi in city,A/C or heating,Friendly to foreigners,Freedom of speech,Female friendly,LGBTQ+ friendly,Startup Score,Hospitals,Country,Continent,Ciudad_Country,Latitude,Longitude
103,Puerto Escondido,4.03,Good,Okay,Affordable,Fast,Good,Good,Bad,Good,Mediocre,Very low,Bad,Bad,Okay,Good,Good,Okay,Okay,Great,Bad,Good,Great,Bad,Unknown,Mexico,Latin America,"Puerto Escondido, Mexico",15.8693331,-97.0726428
104,Lima,3.89,Good,Okay,Affordable,Good,Good,Good,Okay,Okay,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Peru,Latin America,"Lima, Peru",-12.0621065,-77.0365256
105,Tucson,3.64,Good,Good,Okay,Super fast,Bad,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Good,Great,Great,Good,Okay,Great,Okay,Great,United States,North America,"Tucson, United States",32.2228765,-110.9748477
106,Brno,3.68,Good,Good,Affordable,Fast,Okay,Good,Great,Bad,High,Low,Okay,Great,Okay,Good,Okay,Okay,Okay,Good,Good,Good,Okay,Okay,Great,Czechia,Europe,"Brno, Czechia",49.1922443,16.6113382
107,Szczecin,3.7,Okay,Okay,Affordable,Fast,Bad,Good,Great,Bad,High,Very low,Good,Great,Okay,Okay,Okay,Good,Bad,Okay,Good,Good,Okay,Okay,Good,Poland,Europe,"Szczecin, Poland",53.42968095,14.592912670292268
108,Chatham,3.65,Good,Good,Affordable,Fast,Bad,Good,Good,Great,High,High,Great,Okay,Okay,Great,Bad,Okay,Great,Good,Great,Great,Great,Okay,Unknown,Canada,North America,"Chatham, Canada",42.4057219,-82.1853837
109,Braga,3.66,Good,Okay,Affordable,Fast,Okay,Great,Great,Okay,Mediocre,Low,Good,Great,Okay,Okay,Okay,Great,Okay,Great,Good,Good,Great,Okay,Good,Portugal,Europe,"Braga, Portugal",41.5510583,-8.4280045
110,Azores,3.75,Good,Good,Affordable,Fast,Great,Great,Great,Good,Mediocre,Low,Good,Bad,Okay,Okay,Okay,Good,Okay,Great,Good,Great,Great,Okay,Unknown,Portugal,Europe,"Azores, Portugal",37.808527350000006,-25.473085286479595
111,Chisinau,3.66,Okay,Okay,Affordable,Good,Okay,Good,Good,Unknown,Mediocre,Very low,Okay,Bad,Okay,Okay,Okay,Great,Okay,Good,Good,Bad,Bad,Okay,Bad,Moldova,Europe,"Chisinau, Moldova",47.0245117,28.8322923
112,Havana,3.67,Good,Okay,Affordable,Slow,Okay,Good,Good,Okay,High,Very low,Bad,Bad,Okay,Unknown,Good,Bad,Okay,Good,Bad,Okay,Okay,Bad,Unknown,Cuba,Latin America,"Havana, Cuba",23.135305,-82.3589631
113,El Gouna,3.59,Good,Okay,Affordable,Slow,Great,Great,Good,Great,Mediocre,Very low,Okay,Great,Bad,Bad,Good,Okay,Great,Great,Bad,Great,Great,Okay,Unknown,Egypt,Middle East,"El Gouna, Egypt",27.3989266,33.6741556
114,Seville,3.61,Good,Good,Affordable,Fast,Okay,Good,Great,Bad,High,Mediocre,Bad,Great,Okay,Good,Bad,Okay,Okay,Okay,Good,Good,Great,Okay,Unknown,Spain,Europe,"Seville, Spain",37.3886303,-5.9953403
115,Cebu,3.7,Okay,Okay,Affordable,Slow,Good,Good,Okay,Bad,Mediocre,Very low,Okay,Great,Okay,Okay,Okay,Okay,Good,Good,Okay,Good,Bad,Okay,Unknown,Philippines,Asia,"Cebu, Philippines",10.2931062,123.9020773
116,Ottawa,3.66,Good,Good,Okay,Fast,Okay,Good,Good,Great,High,High,Great,Great,Okay,Great,Bad,Okay,Okay,Great,Great,Great,Great,Okay,Great,Canada,North America,"Ottawa, Canada",45.3969506,-75.6851593
117,Willemstad,3.65,Good,Okay,Affordable,Good,Great,Okay,Unknown,Okay,Unknown,Low,Great,Bad,Okay,Unknown,Great,Good,Good,Great,Unknown,Good,Good,Okay,Unknown,Curaçao,Latin America,"Willemstad, Curaçao",12.1066695,-68.9351307
118,Guanajuato,3.56,Okay,Okay,Affordable,Slow,Okay,Okay,Bad,Okay,Mediocre,Very low,Bad,Great,Okay,Good,Okay,Okay,Unknown,Unknown,Bad,Okay,Great,Bad,Unknown,Mexico,Latin America,"Guanajuato, Mexico",20.9876996,-101.0
119,Shanghai,3.6,Good,Okay,Affordable,Unusably slow,Great,Great,Great,Good,Mediocre,Very low,Okay,Great,Bad,Okay,Great,Great,Good,Great,Unknown,Great,Bad,Okay,Great,China,Asia,"Shanghai, China",31.2322758,121.4692071
120,Queretaro,3.68,Good,Okay,Cheap,Good,Good,Good,Bad,Okay,Mediocre,Very low,Bad,Great,Okay,Good,Bad,Okay,Okay,Great,Bad,Okay,Great,Bad,Unknown,Mexico,Latin America,"Queretaro, Mexico",20.5927744,-100.3902245
121,Minneapolis,3.65,Good,Good,Pricey,Super fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Okay,Great,Great,Good,Okay,Great,Okay,Great,United States,North America,"Minneapolis, United States",44.9772995,-93.2654692
122,Yangon,3.5,Okay,Okay,Cheap,Good,Great,Conflict / political instability,Good,Unknown,Low,Very low,Bad,Okay,Okay,Bad,Bad,Good,Good,Good,Unknown,Good,Bad,Bad,Unknown,Myanmar,Asia,"Yangon, Myanmar",16.7967129,96.1609916
123,Ploiesti,3.63,Okay,Okay,Affordable,Fast,Bad,Good,Good,Bad,High,Very low,Good,Great,Okay,Okay,Bad,Great,Great,Great,Good,Okay,Bad,Okay,Bad,Romania,Europe,"Ploiesti, Romania",44.9417468,26.0236504
124,Gdansk,3.88,Good,Okay,Affordable,Fast,Good,Good,Great,Bad,High,Very low,Good,Great,Okay,Okay,Good,Great,Bad,Great,Good,Good,Okay,Okay,Good,Poland,Europe,"Gdansk, Poland",54.36119285,18.62860883362069
125,Riga,3.64,Good,Okay,Affordable,Fast,Okay,Good,Good,Unknown,High,Very low,Okay,Great,Okay,Okay,Okay,Great,Bad,Okay,Good,Okay,Okay,Okay,Good,Latvia,Europe,"Riga, Latvia",56.9493977,24.1051846
126,Jeju Island,3.78,Good,Okay,Affordable,Fast,Good,Good,Great,Bad,High,Mediocre,Bad,Great,Okay,Okay,Bad,Great,Great,Great,Good,Great,Okay,Okay,Unknown,South Korea,Asia,"Jeju Island, South Korea",33.38034745,126.54825445912047
127,Seattle,3.62,Good,Good,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Good,Great,Bad,Good,Good,Good,Great,Good,Great,United States,North America,"Seattle, United States",47.6038321,-122.3300624
128,Batumi,3.57,Okay,Okay,Affordable,Slow,Good,Good,Good,Bad,High,Very low,Bad,Bad,Okay,Bad,Okay,Okay,Unknown,Unknown,Good,Okay,Bad,Bad,Unknown,Georgia,Europe,"Batumi, Georgia",41.6509502,41.6360085
129,Victoria,3.59,Good,Good,Pricey,Fast,Bad,Good,Good,Great,High,High,Great,Great,Okay,Great,Okay,Great,Good,Great,Great,Bad,Great,Okay,Great,Canada,North America,"Victoria, Canada",48.4283182,-123.3649533
130,Edmonton,3.56,Good,Good,Affordable,Fast,Bad,Okay,Good,Great,High,High,Great,Great,Okay,Great,Bad,Bad,Bad,Great,Great,Great,Great,Okay,Great,Canada,North America,"Edmonton, Canada",53.535411,-113.507996
131,Cologne,3.61,Good,Good,Okay,Fast,Good,Good,Great,Good,High,High,Good,Great,Okay,Good,Good,Good,Okay,Good,Great,Great,Great,Okay,Unknown,Germany,Europe,"Cologne, Germany",50.938361,6.959974
132,Paris,3.69,Good,Good,Too expensive,Fast,Good,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Great,Okay,Great,Okay,Good,Good,Great,Okay,Great,France,Europe,"Paris, France",48.8588897,2.3200410217200766
133,Brussels,3.5,Good,Good,Pricey,Fast,Okay,Good,Good,Bad,High,High,Good,Great,Okay,Good,Okay,Good,Great,Good,Great,Great,Great,Okay,Good,Belgium,Europe,"Brussels, Belgium",50.8465573,4.351697
134,Krabi,3.53,Good,Okay,Affordable,Fast,Good,Good,Good,Okay,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Bad,Bad,Good,Okay,Okay,Bad,Bad,Unknown,Thailand,Asia,"Krabi, Thailand",8.0610907,98.9161607
135,Mumbai,3.53,Okay,Okay,Affordable,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Great,Bad,Bad,Okay,Bad,Bad,Good,Okay,Okay,Bad,Okay,Great,India,Asia,"Mumbai, India",19.0759899,72.8773928
136,Luang Prabang,3.45,Okay,Bad,Cheap,Unusably slow,Good,Good,Okay,Okay,Low,Very low,Bad,Great,Bad,Unknown,Okay,Bad,Okay,Good,Bad,Okay,Bad,Bad,Unknown,Laos,Asia,"Luang Prabang, Laos",19.8887438,102.135898
137,Salt Lake City,3.6,Good,Good,Okay,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Great,Great,Great,Good,Bad,Great,Okay,Great,United States,North America,"Salt Lake City, United States",40.7596198,-111.8867975
138,Varna,3.71,Good,Okay,Affordable,Fast,Okay,Good,Good,Bad,High,Very low,Okay,Great,Okay,Bad,Okay,Good,Good,Good,Okay,Okay,Okay,Okay,Bad,Bulgaria,Europe,"Varna, Bulgaria",43.2073873,27.9166653
139,Siem Reap,3.56,Okay,Okay,Affordable,Good,Okay,Good,Good,Unknown,Low,Very low,Bad,Great,Bad,Bad,Bad,Great,Bad,Good,Okay,Bad,Okay,Bad,Unknown,Cambodia,Asia,"Siem Reap, Cambodia",13.3617562,103.8590321
140,Sarajevo,3.58,Good,Okay,Affordable,Slow,Bad,Good,Good,Unknown,Mediocre,Very low,Okay,Great,Okay,Unknown,Good,Great,Bad,Great,Good,Okay,Bad,Okay,Bad,Bosnia,Europe,"Sarajevo, Bosnia",43.8519774,18.3866868
141,Poznan,3.64,Good,Okay,Affordable,Fast,Okay,Good,Great,Bad,High,Very low,Okay,Great,Okay,Okay,Bad,Okay,Great,Okay,Good,Bad,Bad,Okay,Great,Poland,Europe,"Poznan, Poland",52.4006632,16.91973259178088
142,Skopje,3.5,Okay,Okay,Affordable,Fast,Okay,Good,Good,Unknown,Mediocre,Very low,Okay,Great,Okay,Okay,Bad,Okay,Okay,Okay,Okay,Bad,Bad,Okay,Unknown,North Macedonia,Europe,"Skopje, North Macedonia",41.9960924,21.4316495
143,Tirana,3.59,Okay,Okay,Affordable,Good,Bad,Good,Good,Bad,Mediocre,Very low,Bad,Great,Okay,Bad,Good,Good,Okay,Good,Good,Okay,Okay,Bad,Unknown,Albania,Europe,"Tirana, Albania",41.3281482,19.8184435
144,Perth,3.56,Good,Good,Pricey,Fast,Okay,Good,Great,Good,Very high,Very high,Great,Great,Okay,Great,Okay,Bad,Great,Great,Good,Great,Great,Okay,Okay,Australia,Oceania,"Perth, Australia",-31.9558964,115.8605801
145,Aveiro,3.48,Good,Okay,Affordable,Fast,Good,Great,Great,Okay,Mediocre,Low,Good,Great,Okay,Okay,Okay,Bad,Okay,Great,Good,Good,Great,Okay,Bad,Portugal,Europe,"Aveiro, Portugal",40.640496,-8.6537841
146,Bratislava,3.67,Good,Okay,Affordable,Fast,Okay,Good,Great,Unknown,High,Low,Okay,Great,Okay,Good,Okay,Okay,Bad,Okay,Great,Good,Bad,Okay,Great,Slovakia,Europe,"Bratislava, Slovakia",48.1516988,17.1093063
147,Christchurch,3.56,Good,Good,Affordable,Fast,Good,Good,Great,Great,Very high,High,Great,Great,Okay,Great,Okay,Okay,Okay,Great,Great,Great,Great,Okay,Great,New Zealand,Oceania,"Christchurch, New Zealand",-43.530955,172.6366455
148,Hoi An,3.54,Okay,Bad,Affordable,Good,Good,Good,Good,Bad,Low,Very low,Bad,Bad,Bad,Bad,Okay,Good,Great,Good,Bad,Okay,Okay,Bad,Unknown,Vietnam,Asia,"Hoi An, Vietnam",15.8798137,108.3273939
149,Almaty,3.54,Good,Okay,Affordable,Slow,Okay,Good,Good,Unknown,High,Very low,Bad,Bad,Bad,Okay,Bad,Okay,Okay,Okay,Bad,Okay,Bad,Bad,Bad,Kazakhstan,Asia,"Almaty, Kazakhstan",43.2363924,76.9457275
150,Porto Alegre,3.54,Good,Okay,Cheap,Good,Great,Bad,Very bad,Good,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Bad,Bad,Good,Okay,Bad,Great,Bad,Great,Brazil,Latin America,"Porto Alegre, Brazil",-30.0324999,-51.2303767
151,Leipzig,3.58,Good,Good,Okay,Fast,Okay,Good,Great,Good,High,High,Okay,Great,Okay,Good,Okay,Unknown,Good,Good,Great,Great,Great,Okay,Great,Germany,Europe,"Leipzig, Germany",51.3406321,12.3747329
152,Suva,3.55,Okay,Okay,Affordable,Slow,Okay,Good,Good,Good,High,Very low,Great,Bad,Okay,Unknown,Bad,Bad,Okay,Bad,Good,Okay,Bad,Okay,Unknown,Fiji,Oceania,"Suva, Fiji",-18.1415884,178.4421662
153,Phu Quoc,3.53,Okay,Bad,Affordable,Good,Good,Good,Good,Bad,Low,Very low,Bad,Bad,Bad,Bad,Bad,Good,Unknown,Unknown,Bad,Okay,Bad,Bad,Unknown,Vietnam,Asia,"Phu Quoc, Vietnam",10.2153093,103.9880443
154,Guangzhou,3.41,Good,Okay,Affordable,Unusably slow,Good,Good,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Good,Okay,Unknown,Okay,Bad,Bad,Great,China,Asia,"Guangzhou, China",23.1301964,113.2592945
155,Praia,3.54,Okay,Bad,Affordable,Good,Good,Okay,Okay,Bad,Low,Very low,Bad,Okay,Bad,Unknown,Okay,Okay,Okay,Good,Good,Okay,Bad,Bad,Unknown,Cape Verde,Africa,"Praia, Cape Verde",14.9162811,-23.5095095
156,Katowice,3.55,Good,Okay,Affordable,Fast,Okay,Good,Great,Bad,High,Very low,Okay,Great,Okay,Okay,Okay,Okay,Great,Good,Good,Bad,Okay,Okay,Great,Poland,Europe,"Katowice, Poland",50.2137321,19.00588775660632
157,Tokyo,3.62,Good,Okay,Pricey,Fast,Great,Great,Great,Bad,High,High,Bad,Great,Okay,Okay,Great,Okay,Great,Okay,Good,Good,Good,Okay,Great,Japan,Asia,"Tokyo, Japan",35.6828387,139.7594549
158,San Diego,3.22,Good,Good,Way too expensive,Super fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Okay,Great,Good,Good,Great,Okay,Great,United States,North America,"San Diego, United States",32.7174202,-117.1627728
159,Phnom Penh,3.52,Okay,Bad,Affordable,Slow,Okay,Good,Good,Unknown,Low,Very low,Bad,Okay,Bad,Bad,Bad,Okay,Okay,Good,Okay,Bad,Okay,Bad,Bad,Cambodia,Asia,"Phnom Penh, Cambodia",11.568271,104.9224426
160,Galapagos Islands,3.52,Good,Okay,Affordable,Fast,Good,Okay,Okay,Okay,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Okay,Okay,Okay,Okay,Okay,Great,Bad,Unknown,Ecuador,Latin America,"Galapagos Islands, Ecuador",-0.62881505,-90.3638752022324
161,Nairobi,3.36,Okay,Okay,Affordable,Good,Okay,Okay,Okay,Unknown,Low,Very low,Good,Great,Bad,Bad,Good,Okay,Okay,Okay,Okay,Bad,Okay,Okay,Okay,Kenya,Africa,"Nairobi, Kenya",-1.2832533,36.8172449
162,Palawan,3.56,Okay,Okay,Affordable,Good,Great,Good,Okay,Bad,Mediocre,Very low,Good,Bad,Okay,Okay,Okay,Bad,Good,Great,Okay,Okay,Bad,Okay,Unknown,Philippines,Asia,"Palawan, Philippines",11.083365350000001,120.91639641658887
163,Orlando,3.46,Good,Good,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Bad,Great,Good,Good,Okay,Great,Okay,Great,United States,North America,"Orlando, United States",28.5421109,-81.3790304
164,Puerto Vallarta,3.37,Good,Okay,Affordable,Fast,Okay,Good,Bad,Okay,Mediocre,Very low,Bad,Great,Okay,Good,Bad,Okay,Bad,Great,Bad,Okay,Great,Bad,Unknown,Mexico,Latin America,"Puerto Vallarta, Mexico",20.6407176,-105.220306
165,Nis,3.56,Okay,Okay,Cheap,Fast,Okay,Good,Good,Okay,Mediocre,Very low,Okay,Great,Okay,Okay,Okay,Okay,Great,Great,Good,Okay,Bad,Okay,Bad,Serbia,Europe,"Nis, Serbia",43.3211301,21.8959232
166,Lodz,3.5,Good,Okay,Affordable,Fast,Good,Good,Great,Bad,High,Very low,Okay,Great,Okay,Okay,Bad,Unknown,Okay,Good,Good,Bad,Bad,Okay,Good,Poland,Europe,"Lodz, Poland",51.772806599999996,19.47849495849145
167,Siargao,3.53,Okay,Okay,Affordable,Good,Good,Good,Okay,Bad,Mediocre,Very low,Good,Okay,Okay,Okay,Okay,Okay,Unknown,Unknown,Okay,Okay,Bad,Okay,Unknown,Philippines,Asia,"Siargao, Philippines",9.9051382,126.05118878624401
168,Frankfurt,3.55,Good,Good,Okay,Fast,Good,Good,Great,Good,High,High,Good,Great,Okay,Good,Good,Okay,Bad,Great,Great,Great,Great,Okay,Unknown,Germany,Europe,"Frankfurt, Germany",50.1106444,8.6820917
169,Dusseldorf,3.39,Good,Good,Pricey,Fast,Bad,Good,Great,Good,High,High,Okay,Great,Okay,Good,Okay,Bad,Great,Good,Great,Great,Great,Okay,Great,Germany,Europe,"Dusseldorf, Germany",51.2254018,6.7763137
170,Lille,3.52,Good,Good,Pricey,Fast,Great,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Good,Okay,Good,Good,Good,Great,Great,Okay,Great,France,Europe,"Lille, France",50.6365654,3.0635282
171,New Orleans,3.53,Good,Good,Too expensive,Super fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Great,Bad,Great,Great,Good,Bad,Great,Okay,Great,United States,North America,"New Orleans, United States",29.9759983,-90.0782127
172,Aberdeen,3.51,Good,Good,Pricey,Fast,Okay,Good,Great,Great,High,High,Great,Great,Okay,Good,Okay,Okay,Bad,Good,Good,Great,Great,Okay,Great,United Kingdom,Europe,"Aberdeen, United Kingdom",57.1482429,-2.0928095
173,Winnipeg,3.46,Good,Good,Okay,Fast,Okay,Good,Good,Great,High,High,Great,Great,Okay,Great,Bad,Good,Good,Great,Great,Great,Great,Okay,Great,Canada,North America,"Winnipeg, Canada",49.8955367,-97.1384584
174,Brampton,3.43,Good,Good,Affordable,Fast,Okay,Good,Good,Great,High,High,Great,Great,Okay,Great,Good,Okay,Great,Good,Great,Great,Great,Okay,Unknown,Canada,North America,"Brampton, Canada",43.6858146,-79.7599337
175,Liverpool,3.4,Good,Good,Pricey,Fast,Good,Great,Great,Great,High,High,Great,Great,Okay,Good,Good,Okay,Okay,Great,Good,Good,Great,Okay,Great,United Kingdom,Europe,"Liverpool, United Kingdom",53.4071991,-2.99168
176,Senggigi,3.3,Okay,Okay,Cheap,Slow,Bad,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Indonesia,Asia,"Senggigi, Indonesia",-8.4982478,116.0521267
177,Lublin,3.44,Good,Okay,Affordable,Fast,Okay,Good,Great,Bad,High,Very low,Okay,Great,Okay,Okay,Okay,Okay,Bad,Okay,Good,Good,Okay,Okay,Good,Poland,Europe,"Lublin, Poland",51.218194499999996,22.554677562145155
178,Tartu,3.47,Good,Okay,Affordable,Fast,Bad,Good,Good,Great,High,Low,Good,Great,Okay,Okay,Bad,Great,Bad,Great,Great,Great,Good,Okay,Great,Estonia,Europe,"Tartu, Estonia",58.3801207,26.72245
179,Queenstown,3.49,Good,Good,Pricey,Fast,Good,Good,Great,Okay,Very high,High,Great,Bad,Okay,Great,Okay,Okay,Okay,Good,Great,Okay,Great,Okay,Unknown,New Zealand,Oceania,"Queenstown, New Zealand",-45.0321923,168.661
180,Asuncion,3.46,Okay,Bad,Affordable,Slow,Okay,Okay,Okay,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Okay,Bad,Good,Okay,Okay,Okay,Bad,Bad,Okay,Paraguay,Latin America,"Asuncion, Paraguay",-25.2800459,-57.6343814
181,Hyderabad,3.35,Okay,Okay,Cheap,Fast,Bad,Great,Good,Bad,Low,Very low,Okay,Great,Bad,Bad,Okay,Bad,Bad,Good,Okay,Okay,Bad,Okay,Great,India,Asia,"Hyderabad, India",17.360589,78.4740613
182,Port Elizabeth,3.45,Okay,Okay,Affordable,Good,Okay,Okay,Very bad,Okay,Mediocre,Very low,Great,Great,Bad,Bad,Bad,Okay,Good,Good,Good,Okay,Great,Okay,Unknown,South Africa,Africa,"Port Elizabeth, South Africa",-33.9617051,25.6207519
183,Paphos,3.44,Good,Okay,Okay,Good,Good,Good,Good,Okay,High,Low,Good,Okay,Okay,Okay,Good,Okay,Good,Okay,Good,Good,Okay,Okay,Okay,Cyprus,Europe,"Paphos, Cyprus",34.7743988,32.4231586
184,Lake Balaton,3.5,Okay,Okay,Affordable,Super fast,Good,Good,Good,Okay,High,Very low,Good,Great,Okay,Okay,Okay,Okay,Bad,Okay,Good,Bad,Bad,Okay,Unknown,Hungary,Europe,"Lake Balaton, Hungary",46.8836527,17.846663499449168
185,Newcastle Upon Tyne,3.39,Good,Good,Pricey,Fast,Okay,Good,Great,Great,High,High,Great,Great,Okay,Good,Okay,Great,Good,Great,Good,Good,Great,Okay,Unknown,United Kingdom,Europe,"Newcastle Upon Tyne, United Kingdom",54.9738474,-1.6131572
186,Osijek,3.48,Okay,Okay,Affordable,Fast,Bad,Good,Great,Bad,High,Very low,Good,Great,Okay,Okay,Bad,Okay,Good,Good,Good,Okay,Okay,Okay,Okay,Croatia,Europe,"Osijek, Croatia",45.5548793,18.6953685
187,Pretoria,3.43,Okay,Okay,Affordable,Good,Good,Okay,Very bad,Okay,Mediocre,Very low,Great,Great,Bad,Bad,Good,Good,Good,Okay,Good,Okay,Great,Okay,Okay,South Africa,Africa,"Pretoria, South Africa",-25.7459277,28.1879101
188,Calgary,3.48,Good,Okay,Okay,Fast,Okay,Okay,Good,Great,High,High,Great,Great,Okay,Great,Okay,Good,Bad,Good,Great,Okay,Great,Okay,Good,Canada,North America,"Calgary, Canada",51.0460954,-114.065465
189,Cuenca,3.5,Good,Okay,Affordable,Slow,Good,Good,Okay,Okay,Mediocre,Very low,Okay,Great,Bad,Okay,Bad,Bad,Okay,Good,Okay,Okay,Great,Bad,Bad,Ecuador,Latin America,"Cuenca, Ecuador",-2.8971725,-79.0043742
190,Marrakesh,3.37,Okay,Bad,Affordable,Slow,Great,Good,Good,Okay,Low,Very low,Bad,Great,Bad,Okay,Good,Okay,Okay,Good,Okay,Bad,Bad,Bad,Good,Morocco,Africa,"Marrakesh, Morocco",31.6258257,-7.9891608
191,Monterrey,3.48,Good,Okay,Affordable,Good,Okay,Okay,Bad,Unknown,Mediocre,Very low,Bad,Great,Okay,Good,Okay,Bad,Great,Great,Bad,Okay,Great,Bad,Great,Mexico,Latin America,"Monterrey, Mexico",25.6802019,-100.315258
192,Sliema,3.46,Good,Good,Pricey,Fast,Good,Great,Great,Unknown,High,Low,Good,Great,Okay,Good,Okay,Okay,Bad,Good,Good,Good,Great,Okay,Good,Malta,Europe,"Sliema, Malta",35.9127609,14.5020708
193,Saskatoon,3.44,Good,Good,Affordable,Fast,Okay,Good,Good,Great,High,High,Great,Great,Okay,Great,Bad,Okay,Great,Great,Great,Great,Great,Okay,Okay,Canada,North America,"Saskatoon, Canada",52.131802,-106.660767
194,Osaka,3.33,Good,Okay,Affordable,Fast,Okay,Great,Great,Bad,High,High,Bad,Great,Okay,Okay,Good,Bad,Good,Okay,Good,Okay,Good,Bad,Great,Japan,Asia,"Osaka, Japan",34.6198813,135.490357
195,Regina,3.42,Good,Good,Affordable,Fast,Okay,Good,Good,Great,High,High,Great,Okay,Okay,Great,Okay,Okay,Great,Good,Great,Great,Great,Okay,Great,Canada,North America,"Regina, Canada",50.44876,-104.61731
196,Kansas City,3.52,Good,Good,Pricey,Super fast,Good,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Great,Great,Good,Good,Great,Okay,Great,United States,North America,"Kansas City, United States",39.100105,-94.5781416
197,Vadodara,3.05,Okay,Bad,Cheap,Fast,Good,Good,Good,Bad,Low,Very low,Okay,Great,Bad,Bad,Okay,Bad,Bad,Good,Okay,Bad,Bad,Okay,Bad,India,Asia,"Vadodara, India",22.2973142,73.1942567
198,Fayetteville,3.42,Good,Good,Okay,Super fast,Okay,Great,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Great,Great,Okay,Great,United States,North America,"Fayetteville, United States",36.0625843,-94.1574328
199,Paramaribo,3.43,Okay,Bad,Affordable,Slow,Good,Bad,Bad,Bad,Mediocre,Very low,Good,Bad,Bad,Unknown,Okay,Okay,Okay,Good,Unknown,Bad,Bad,Okay,Bad,Suriname,Latin America,"Paramaribo, Suriname",5.8247628,-55.1703941
200,Haikou,3.48,Okay,Okay,Affordable,Unusably slow,Great,Great,Great,Good,Mediocre,Very low,Okay,Bad,Bad,Okay,Okay,Great,Good,Great,Unknown,Good,Good,Okay,Unknown,China,Asia,"Haikou, China",20.0462328,110.1956502
201,San Antonio,3.43,Good,Good,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Good,Good,Good,Good,Good,Bad,Great,Okay,Great,United States,North America,"San Antonio, United States",29.4246002,-98.4951405
202,Palermo,3.44,Good,Okay,Okay,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Great,Okay,Okay,Okay,Okay,Okay,Okay,Good,Okay,Bad,Okay,Good,Italy,Europe,"Palermo, Italy",38.1112268,13.3524434
203,Amman,3.4,Okay,Bad,Affordable,Good,Okay,Good,Good,Unknown,Mediocre,Very low,Okay,Bad,Bad,Okay,Okay,Good,Okay,Okay,Okay,Bad,Bad,Bad,Good,Jordan,Middle East,"Amman, Jordan",31.9515694,35.9239625
204,General Santos,3.44,Okay,Okay,Affordable,Good,Okay,Good,Okay,Okay,Mediocre,Very low,Good,Bad,Okay,Okay,Okay,Okay,Bad,Good,Okay,Okay,Okay,Okay,Unknown,Philippines,Asia,"General Santos, Philippines",6.112331,125.1717145
205,Adelaide,3.36,Good,Good,Pricey,Fast,Bad,Good,Great,Good,Very high,Very high,Great,Great,Okay,Great,Good,Good,Great,Good,Good,Great,Great,Okay,Great,Australia,Oceania,"Adelaide, Australia",-34.9281805,138.5999312
206,Antigua,3.53,Okay,Okay,Affordable,Slow,Great,Bad,Very bad,Okay,Low,Very low,Bad,Great,Okay,Good,Okay,Okay,Bad,Great,Okay,Bad,Bad,Bad,Unknown,Guatemala,Latin America,"Antigua, Guatemala",14.5589875,-90.7333258
207,Seminyak,3.76,Okay,Okay,Cheap,Unusably slow,Good,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Good,Bad,Okay,Good,Okay,Bad,Bad,Bad,Unknown,Indonesia,Asia,"Seminyak, Indonesia",-8.6908357,115.1641975
208,Toulouse,3.42,Good,Okay,Affordable,Fast,Good,Good,Good,Okay,High,Mediocre,Okay,Great,Okay,Good,Good,Great,Good,Good,Good,Great,Great,Okay,Great,France,Europe,"Toulouse, France",43.6044622,1.4442469
209,Kota Kinabalu,3.35,Okay,Okay,Cheap,Fast,Good,Good,Good,Unknown,Mediocre,Very low,Okay,Great,Bad,Good,Bad,Bad,Okay,Good,Bad,Bad,Bad,Okay,Bad,Malaysia,Asia,"Kota Kinabalu, Malaysia",5.9780066,116.0728988
